Age,Marital_Status,Education_Level,Dependents_Count,Livestock_Presence,Personal_Vehicle_Presence,Owns_House,Owns_Farm,Farm_Size_Acres,Irrigation_Presence,Farming_Technique,Farming_Tool,Yield_2Years_Ago_Tons,Investment_2Years_Ago,Profit_2Years_Ago,Yield_1Year_Ago_Tons,Investment_1Year_Ago,Profit_1Year_Ago,Market_Trend,Crop_Name,Credit_Score,Credit_Score_Category
19,True,High School,0,False,True,True,True,43.54,True,Conventional,Hoe,72.52,7547,3496,106.98,10162,2765,Declining,Corn,873,Best
46,True,Primary School,7,True,False,True,True,12.14,True,Organic,Tractor,45.89,6957,3208,79.58,6447,3041,Stable,Corn,711,Average
35,True,High School,2,True,False,True,True,30.68,True,Organic,Hoe,84.56,9630,3396,91.94,7113,4362,Declining,Wheat,881,Best
32,False,Secondary School,3,True,True,False,True,3.35,False,Conventional,Plow,32.32,2491,1423,22.08,2842,1857,Stable,Rice,453,Poor
65,True,Master,1,True,True,True,True,30.18,True,Conventional,Tractor,53.1,8035,4244,71.84,6986,4337,Growing,Corn,842,Best
44,True,High School,0,True,True,True,True,16.04,True,Organic,Tractor,84.63,6564,3345,68.97,10604,4536,Growing,Wheat,849,Best
29,True,Primary School,5,True,True,False,False,2.84,False,Organic,Hoe,42.96,4744,1694,52.99,2797,2395,Growing,Corn,620,Poor
19,False,Primary School,0,False,False,True,True,9.02,True,Conventional,Hoe,32.68,1363,1473,31.99,5979,2148,Declining,Corn,434,Poor
40,False,Primary School,8,True,False,True,True,5.45,False,Conventional,Tractor,24.22,2177,1899,43.7,3772,2871,Declining,Wheat,539,Poor
40,False,Primary School,1,True,False,True,True,5.19,True,Conventional,Hoe,62.79,7689,2964,72.43,5837,2133,Growing,Soybean,672,Average
38,True,Primary School,0,False,False,True,False,10.29,True,Conventional,Plow,60.4,7138,3588,55.2,8444,3636,Growing,Rice,778,Average
20,False,Primary School,2,True,False,False,False,19.51,False,Conventional,Combine,73.01,3095,3604,57.68,8252,4040,Stable,Soybean,745,Average
47,True,Primary School,7,True,False,True,True,3.84,False,Organic,Plow,13.77,4890,1844,52.63,5343,1404,Stable,Corn,367,Poor
62,True,Secondary School,4,True,False,True,True,4.47,False,Hydroponic,Tractor,27.2,2355,1697,53.5,5504,1341,Declining,Wheat,315,Poor
54,False,Primary School,9,True,True,False,True,3.68,False,Conventional,Tractor,31.99,4342,689,42.0,4913,2006,Growing,Corn,336,Poor
27,True,Postgraduate,6,False,True,True,True,3.97,True,Organic,Hoe,40.79,3850,1060,52.06,3987,1609,Stable,Wheat,302,Poor
49,True,High School,0,True,True,True,True,12.97,True,Organic,Plow,56.03,5248,4786,106.77,8805,5565,Stable,Corn,827,Best
31,False,Master,1,True,True,True,True,13.76,True,Hydroponic,Combine,68.05,9302,4768,68.24,6616,5091,Declining,Soybean,819,Best
45,True,Secondary School,9,False,True,False,False,7.24,True,Organic,Tractor,33.25,3584,1499,58.57,5066,1039,Declining,Rice,403,Poor
38,False,Primary School,5,False,False,True,False,4.17,True,Conventional,Tractor,13.34,4712,1921,47.35,3882,2582,Stable,Soybean,557,Poor
41,True,Primary School,9,True,True,True,False,9.16,False,Hydroponic,Hoe,42.74,2434,1285,31.3,2700,2027,Declining,Wheat,490,Poor
63,False,Primary School,9,False,False,True,False,5.03,False,Organic,Combine,47.25,1390,1471,48.75,2023,1344,Growing,Soybean,408,Poor
59,False,Primary School,9,False,True,False,True,5.52,False,Hydroponic,Hoe,60.16,4916,3086,62.76,5376,2472,Declining,Rice,671,Average
28,True,Primary School,0,True,False,True,False,7.23,True,Conventional,Hoe,22.24,1546,1059,42.15,5506,2183,Growing,Wheat,585,Poor
61,True,Secondary School,3,False,True,True,True,19.26,True,Hydroponic,Plow,37.08,7002,3191,74.65,7741,2381,Growing,Wheat,781,Average
53,False,Secondary School,8,True,False,False,False,8.77,False,Organic,Tractor,52.92,4829,3906,61.5,8821,2635,Growing,Soybean,695,Average
26,False,Primary School,3,True,False,True,False,2.58,True,Organic,Tractor,17.2,1429,1487,53.87,2272,2760,Growing,Wheat,514,Poor
49,False,Secondary School,5,True,True,False,False,15.01,False,Conventional,Hoe,63.82,4131,3240,72.79,7488,3303,Growing,Soybean,715,Average
36,True,Secondary School,3,True,False,True,False,3.16,True,Hydroponic,Plow,10.53,1586,900,31.31,4764,2225,Declining,Wheat,348,Poor
25,True,Secondary School,2,True,False,False,True,1.82,True,Hydroponic,Hoe,25.38,2268,543,55.84,3494,2231,Declining,Soybean,574,Poor
30,False,Primary School,8,True,True,True,True,7.58,True,Hydroponic,Tractor,18.81,1799,885,23.53,4830,2361,Growing,Corn,393,Poor
20,True,Primary School,10,False,False,False,True,1.48,False,Organic,Combine,29.83,3592,1126,56.41,3066,2489,Growing,Rice,541,Poor
33,True,Secondary School,6,False,True,False,True,9.76,False,Organic,Tractor,38.32,4584,694,49.27,4670,1891,Stable,Corn,619,Poor
54,False,Postgraduate,2,False,True,True,True,3.08,True,Organic,Hoe,19.82,3151,587,27.45,2164,2872,Stable,Wheat,572,Poor
21,False,Primary School,3,False,False,True,True,9.69,False,Organic,Hoe,10.86,2145,1012,37.92,4819,2898,Growing,Wheat,418,Poor
62,False,Primary School,6,False,False,False,True,16.09,False,Hydroponic,Tractor,78.29,4448,3797,52.63,8492,2637,Declining,Corn,791,Average
47,False,Primary School,2,False,True,True,True,15.87,False,Organic,Hoe,47.12,7943,2990,65.19,4117,3788,Growing,Wheat,668,Average
43,False,Primary School,1,False,True,True,False,5.84,False,Organic,Combine,42.03,7023,2227,71.6,4356,3132,Declining,Rice,651,Average
22,True,Primary School,2,False,True,False,False,5.45,True,Hydroponic,Combine,30.16,1529,1596,56.39,5890,2450,Declining,Corn,470,Poor
65,False,High School,8,True,True,False,False,1.54,True,Organic,Hoe,42.21,2302,1889,50.09,3966,1067,Growing,Wheat,422,Poor
58,True,Secondary School,0,True,False,True,False,9.8,True,Organic,Tractor,40.29,3548,2628,42.12,4340,2220,Stable,Corn,750,Average
40,True,Primary School,9,False,True,False,False,19.35,False,Organic,Tractor,73.12,5645,1533,46.48,6657,4966,Growing,Soybean,685,Average
21,False,Primary School,3,False,False,False,False,14.64,False,Conventional,Plow,57.28,3339,3121,62.79,5212,4514,Declining,Corn,693,Average
35,True,Bachelor,2,True,True,True,True,43.14,True,Hydroponic,Tractor,97.33,6132,4995,107.52,7116,5172,Growing,Rice,861,Best
22,True,Secondary School,0,True,True,False,True,7.97,True,Conventional,Hoe,47.94,7347,3392,74.78,4409,1523,Stable,Wheat,706,Average
53,False,Secondary School,6,True,False,True,True,14.65,True,Conventional,Hoe,64.03,7930,3898,77.74,8535,4947,Declining,Rice,744,Average
54,False,Primary School,10,True,False,False,False,6.2,True,Hydroponic,Tractor,41.51,1557,819,48.53,2562,2175,Stable,Corn,502,Poor
62,False,Primary School,7,False,False,False,True,5.22,True,Conventional,Plow,21.28,3808,1611,47.74,2933,2265,Declining,Corn,500,Poor
47,False,Secondary School,5,True,True,False,True,9.95,False,Conventional,Hoe,62.45,3408,3243,81.56,4008,3590,Growing,Corn,717,Average
50,True,Postgraduate,6,True,True,True,False,2.05,False,Organic,Combine,21.61,2737,886,52.59,4648,2678,Stable,Soybean,612,Poor
29,False,College,9,False,True,True,False,9.58,True,Organic,Combine,18.22,4761,1595,24.48,2580,2559,Declining,Soybean,434,Poor
50,True,High School,2,True,False,False,False,6.08,False,Hydroponic,Combine,30.58,5661,3300,45.23,7820,2911,Declining,Rice,785,Average
36,False,High School,10,True,False,True,False,7.27,True,Conventional,Tractor,19.72,3876,1690,58.35,3566,1251,Growing,Wheat,408,Poor
57,True,Secondary School,5,False,False,False,False,8.66,True,Conventional,Plow,22.18,4478,1336,40.69,3276,2555,Stable,Corn,568,Poor
58,False,High School,0,False,False,True,True,2.78,False,Organic,Tractor,38.01,1396,1616,38.13,3885,2714,Growing,Corn,597,Poor
55,True,Primary School,5,False,False,True,True,12.43,True,Conventional,Hoe,57.14,4280,3449,44.32,7921,4905,Growing,Soybean,737,Average
54,False,Primary School,4,False,False,True,True,6.67,True,Conventional,Hoe,31.62,4188,1117,38.72,2911,2977,Declining,Rice,619,Poor
18,False,Primary School,8,True,True,True,False,4.28,True,Hydroponic,Tractor,25.86,1806,1771,32.14,5436,1526,Declining,Wheat,567,Poor
63,False,Primary School,7,False,False,False,True,1.16,True,Hydroponic,Combine,43.67,4590,1728,23.99,2744,1627,Growing,Soybean,310,Poor
56,True,High School,0,True,True,True,True,11.52,True,Conventional,Hoe,66.78,5745,2618,66.39,8403,5614,Growing,Soybean,841,Best
45,True,Primary School,8,False,False,True,False,8.67,True,Conventional,Combine,36.89,7520,3786,48.09,6618,4310,Declining,Corn,659,Average
50,False,Primary School,3,True,False,False,False,18.56,False,Organic,Combine,38.0,3412,1211,61.84,5100,4038,Growing,Wheat,794,Average
63,True,Primary School,10,True,True,False,True,5.67,False,Organic,Hoe,39.16,2138,1773,47.21,4613,2341,Growing,Wheat,468,Poor
42,True,Secondary School,10,False,True,False,True,1.61,True,Hydroponic,Plow,46.36,3394,1222,27.86,5673,1111,Growing,Wheat,530,Poor
65,False,Secondary School,10,False,True,False,False,1.43,True,Hydroponic,Hoe,40.9,2375,762,38.97,4415,1756,Stable,Corn,490,Poor
42,False,Primary School,0,True,True,True,True,5.38,False,Hydroponic,Plow,52.92,5639,3142,40.45,7308,4535,Stable,Rice,705,Average
19,True,Secondary School,9,True,True,False,True,9.81,True,Organic,Tractor,73.03,5217,3232,81.15,8962,4208,Declining,Wheat,733,Average
46,False,Primary School,9,True,True,False,False,2.98,True,Conventional,Plow,38.07,1416,1367,36.04,5162,1285,Growing,Rice,491,Poor
44,True,Secondary School,0,False,True,False,True,6.54,True,Organic,Tractor,20.45,2843,622,41.53,2500,1353,Growing,Rice,548,Poor
38,False,Primary School,7,False,True,True,True,6.13,False,Organic,Hoe,43.38,2192,1528,51.25,3029,2039,Declining,Corn,413,Poor
58,True,High School,5,True,True,True,False,4.44,False,Hydroponic,Plow,27.09,1974,1430,56.72,3204,2305,Growing,Rice,371,Poor
24,True,High School,9,True,False,True,False,8.67,False,Organic,Hoe,15.38,4377,1739,47.27,5012,2019,Declining,Corn,496,Poor
41,True,Bachelor,3,True,False,True,True,45.15,True,Conventional,Plow,75.65,5066,4811,94.28,8785,3230,Declining,Corn,887,Best
22,False,Secondary School,0,False,True,False,False,9.4,False,Hydroponic,Combine,13.53,2160,1877,35.6,3337,2103,Stable,Wheat,473,Poor
54,True,Master,2,False,True,True,True,44.89,True,Conventional,Hoe,54.75,8678,2731,96.73,6126,2550,Stable,Corn,827,Best
39,True,High School,5,True,False,True,False,7.3,False,Hydroponic,Combine,40.99,1563,1381,57.24,2288,1926,Declining,Wheat,328,Poor
64,True,Primary School,10,True,True,False,True,4.27,True,Hydroponic,Combine,43.48,4717,989,42.86,5157,2694,Declining,Corn,503,Poor
45,False,Secondary School,2,False,True,True,False,4.43,True,Hydroponic,Tractor,11.97,4401,673,45.83,3178,1905,Declining,Corn,448,Poor
31,True,Primary School,3,True,True,False,False,8.29,True,Hydroponic,Combine,14.47,1619,1775,22.3,3291,1735,Declining,Rice,341,Poor
53,False,Primary School,6,True,False,True,False,7.92,False,Organic,Combine,10.67,3660,1901,46.94,3462,1078,Growing,Soybean,409,Poor
25,True,Primary School,2,False,False,False,False,6.16,False,Conventional,Plow,19.27,2871,1635,55.89,4137,2961,Stable,Rice,311,Poor
61,True,Primary School,3,True,True,True,False,4.45,False,Conventional,Plow,26.33,2731,1132,42.54,4660,2075,Stable,Rice,587,Poor
48,False,Primary School,10,False,False,True,True,18.45,False,Organic,Hoe,45.56,3096,3605,64.19,4333,4141,Declining,Soybean,769,Average
37,False,Primary School,2,True,False,True,True,9.1,False,Conventional,Tractor,45.73,5839,1188,88.88,7678,2271,Stable,Rice,676,Average
23,False,High School,1,False,True,True,True,6.44,False,Hydroponic,Tractor,42.19,1167,1087,28.52,5940,2765,Declining,Soybean,590,Poor
21,False,Primary School,5,True,False,True,False,2.2,True,Conventional,Combine,11.33,4905,1753,23.25,4832,2466,Stable,Soybean,545,Poor
26,True,High School,0,True,True,True,True,27.84,True,Conventional,Plow,71.29,9797,2361,103.02,10731,5738,Growing,Corn,896,Best
20,True,High School,1,True,True,True,True,37.2,True,Hydroponic,Tractor,95.45,5188,2005,70.32,9634,3266,Growing,Soybean,815,Best
38,False,Secondary School,10,True,False,True,False,12.72,False,Conventional,Tractor,53.2,5919,1101,75.67,5535,4187,Stable,Soybean,672,Average
61,False,Secondary School,7,True,True,False,False,2.43,False,Organic,Combine,33.47,2827,1994,46.18,4433,1723,Growing,Wheat,584,Poor
58,False,Secondary School,2,False,True,True,True,14.41,True,Conventional,Combine,33.83,4032,2990,78.88,7706,2558,Stable,Rice,679,Average
56,True,High School,8,False,False,False,False,4.77,False,Conventional,Tractor,30.03,4387,1879,22.14,4915,1876,Stable,Soybean,443,Poor
62,True,Secondary School,10,False,True,False,False,6.04,True,Conventional,Plow,22.53,1075,1737,25.12,5817,2773,Declining,Rice,394,Poor
27,True,Primary School,4,True,False,False,True,6.77,False,Hydroponic,Combine,38.11,7104,2211,70.23,5392,3033,Growing,Wheat,697,Average
56,True,Primary School,8,True,True,True,True,2.1,True,Conventional,Plow,40.22,1784,609,30.39,2522,2888,Stable,Corn,474,Poor
26,True,Postgraduate,8,True,False,True,False,6.7,True,Conventional,Plow,20.59,4948,1504,50.79,5373,1479,Growing,Wheat,402,Poor
25,False,College,2,True,True,False,False,5.73,False,Organic,Hoe,28.51,2484,910,29.42,5047,1114,Stable,Rice,387,Poor
40,True,High School,3,False,False,False,True,14.8,True,Conventional,Hoe,69.75,6322,3052,73.57,7920,2042,Growing,Soybean,698,Average
40,False,Primary School,10,True,False,False,True,16.04,False,Hydroponic,Hoe,49.62,4635,3279,45.73,7888,2265,Stable,Soybean,672,Average
25,True,Secondary School,0,True,True,False,True,10.4,False,Organic,Plow,51.97,4444,3160,56.8,4022,1735,Growing,Wheat,669,Average
28,False,Primary School,9,True,True,True,True,12.39,False,Organic,Combine,34.05,3788,3241,75.82,7132,4138,Declining,Soybean,653,Average
40,False,College,1,True,True,True,False,5.27,True,Hydroponic,Tractor,65.42,4989,1714,70.16,4719,2340,Growing,Corn,755,Average
56,True,High School,1,False,True,True,True,37.15,True,Hydroponic,Combine,87.34,7421,2091,109.66,7238,5107,Declining,Wheat,846,Best
46,True,Secondary School,7,False,False,True,False,4.15,False,Organic,Tractor,28.2,1684,1466,53.11,4225,2985,Declining,Corn,595,Poor
60,False,Primary School,1,False,True,True,False,6.96,False,Organic,Combine,42.6,6867,3164,41.9,6172,3531,Growing,Wheat,746,Average
21,True,Primary School,8,True,False,False,True,9.66,True,Conventional,Tractor,30.38,4734,706,36.39,3253,1143,Growing,Corn,605,Poor
35,False,High School,7,True,False,True,False,2.84,False,Hydroponic,Plow,49.67,1712,1823,39.04,4160,1882,Stable,Rice,482,Poor
39,True,Primary School,10,True,False,True,False,6.67,True,Organic,Combine,49.09,3382,1977,20.13,3785,2473,Declining,Corn,366,Poor
59,True,Secondary School,4,True,True,False,False,4.28,True,Conventional,Hoe,19.7,4393,1601,35.46,3214,2389,Declining,Corn,639,Poor
30,True,High School,4,True,True,True,False,8.18,False,Organic,Combine,19.26,2166,1396,28.44,3760,2782,Stable,Corn,577,Poor
58,True,Primary School,4,False,True,True,False,18.03,False,Conventional,Tractor,49.64,4134,3118,49.91,5872,2367,Stable,Soybean,716,Average
28,False,College,6,True,False,False,False,5.82,False,Hydroponic,Tractor,40.15,2709,694,26.55,3422,1946,Growing,Wheat,627,Poor
38,False,High School,3,True,True,True,True,21.19,True,Conventional,Tractor,70.87,8861,3753,103.45,8588,2521,Declining,Corn,811,Best
44,True,Primary School,8,True,False,False,False,7.59,False,Hydroponic,Combine,24.19,4168,1376,57.65,3048,1142,Declining,Rice,567,Poor
60,True,Master,2,True,True,True,True,45.85,True,Conventional,Hoe,92.21,8399,2881,79.18,6129,3968,Growing,Corn,869,Best
19,True,Secondary School,7,False,False,False,True,17.8,False,Organic,Combine,39.39,4072,1077,62.58,6652,3480,Declining,Corn,754,Average
61,False,Primary School,7,False,True,False,True,3.45,True,Organic,Plow,11.06,3511,994,23.93,5211,2541,Declining,Wheat,354,Poor
60,True,Bachelor,2,True,True,True,True,10.43,True,Conventional,Hoe,63.44,6516,3684,99.22,7077,3087,Growing,Wheat,813,Best
43,False,Bachelor,0,False,True,True,True,27.36,True,Organic,Tractor,50.05,6572,4296,60.88,7219,3706,Declining,Corn,871,Best
37,True,Master,2,True,False,True,True,32.29,True,Organic,Tractor,55.28,5542,3121,81.66,9754,3641,Declining,Corn,869,Best
29,True,Secondary School,7,True,False,True,False,6.09,True,Hydroponic,Plow,11.39,1975,869,44.9,5651,1471,Growing,Corn,612,Poor
55,True,High School,1,True,True,False,True,7.07,True,Hydroponic,Combine,77.56,3557,1654,47.18,4026,3715,Declining,Rice,724,Average
42,False,Postgraduate,2,False,True,False,True,12.78,True,Hydroponic,Plow,57.98,5996,1137,68.46,8531,2198,Growing,Soybean,712,Average
31,True,Bachelor,2,False,True,True,True,34.08,True,Conventional,Hoe,90.83,6569,2444,81.54,6487,3572,Growing,Corn,874,Best
26,False,Secondary School,1,False,False,False,False,5.3,False,Conventional,Plow,16.45,1053,691,40.73,5563,2839,Growing,Rice,579,Poor
58,True,Primary School,8,False,False,True,False,9.97,False,Hydroponic,Plow,34.3,4652,1169,52.36,3187,1168,Declining,Soybean,476,Poor
63,True,Primary School,3,True,True,False,True,8.18,True,Hydroponic,Tractor,45.6,4215,2093,45.35,7616,3315,Stable,Soybean,701,Average
37,False,Primary School,0,False,True,False,True,9.12,True,Hydroponic,Plow,36.21,4321,2941,62.8,5161,3977,Stable,Wheat,723,Average
25,True,Master,2,True,False,True,True,23.49,True,Hydroponic,Plow,67.2,6852,3061,72.1,9342,4103,Declining,Wheat,835,Best
57,True,Primary School,6,True,False,True,False,4.51,False,Hydroponic,Hoe,22.0,1861,1564,56.96,5940,2940,Declining,Wheat,432,Poor
31,False,Primary School,1,False,True,False,True,9.23,False,Conventional,Combine,18.8,2121,891,53.81,3315,2454,Growing,Rice,359,Poor
59,False,Primary School,8,True,True,False,False,8.83,True,Conventional,Hoe,30.68,1740,1886,44.26,4344,2827,Declining,Rice,377,Poor
45,False,Primary School,8,False,False,False,True,8.65,False,Organic,Plow,57.92,6139,3853,51.08,4999,2417,Stable,Corn,680,Average
33,False,High School,7,False,False,False,True,6.2,True,Conventional,Tractor,18.37,1579,1782,38.97,4669,1922,Growing,Corn,469,Poor
53,False,Primary School,10,True,False,False,False,9.35,True,Conventional,Combine,11.63,3632,561,52.96,2964,2578,Growing,Rice,523,Poor
44,False,Primary School,8,True,True,True,False,12.5,True,Conventional,Tractor,39.7,6333,3172,60.91,8344,2151,Declining,Wheat,730,Average
63,False,Primary School,4,True,False,False,False,9.91,True,Conventional,Hoe,44.13,2556,515,31.64,3218,1330,Stable,Corn,509,Poor
53,False,Primary School,0,True,True,True,True,6.71,True,Hydroponic,Hoe,25.48,1342,842,21.59,4718,1590,Stable,Rice,591,Poor
34,False,Master,0,True,True,True,True,25.11,True,Organic,Tractor,75.07,7094,3524,90.67,8311,3764,Growing,Corn,816,Best
18,True,Primary School,2,False,False,False,True,4.69,True,Organic,Hoe,11.96,2016,1139,40.99,5283,1134,Growing,Corn,510,Poor
20,False,Secondary School,6,False,True,True,False,3.72,True,Organic,Hoe,19.96,2376,1295,43.5,5287,1077,Declining,Corn,478,Poor
30,True,Bachelor,0,False,True,True,True,20.92,True,Hydroponic,Tractor,85.95,8590,4374,70.66,8579,5983,Stable,Corn,818,Best
54,True,Primary School,6,False,False,False,False,3.36,True,Organic,Hoe,18.76,2145,1121,45.78,3468,1379,Stable,Wheat,453,Poor
38,True,Primary School,6,False,False,False,False,3.39,False,Hydroponic,Combine,27.85,3295,1859,36.84,4884,1894,Stable,Soybean,615,Poor
46,True,Primary School,2,False,True,True,True,10.31,True,Hydroponic,Combine,77.07,3498,2014,76.03,5170,2532,Stable,Corn,792,Average
48,True,Primary School,2,True,False,True,False,7.04,True,Conventional,Tractor,78.68,6147,3505,42.2,7442,1684,Declining,Soybean,725,Average
